112.90.80.101,111.205.62.207,443,tcp
112.90.80.101,111.205.62.207,443,tcp
112.90.80.101,111.205.62.207,443,tcp
111.205.62.207,112.90.80.101,65196,tcp
111.205.62.207,112.90.80.101,65207,tcp
111.205.62.207,112.90.80.101,65365,tcp
111.205.62.207,112.90.80.101,65371,tcp
111.205.62.207,112.90.80.101,5729,tcp
111.205.62.207,112.90.80.101,49429,tcp
111.205.62.207,112.90.80.101,49434,tcp
111.205.62.207,112.90.80.101,49649,tcp
112.90.80.101,111.205.62.207,443,tcp
111.205.62.207,112.90.80.101,6980,tcp
111.205.62.207,112.90.80.101,49873,tcp
111.205.62.207,112.90.80.101,56919,tcp
112.90.80.101,111.205.62.207,443,tcp
111.205.62.207,112.90.80.101,50584,tcp
111.205.62.207,112.90.80.101,50593,tcp
111.205.62.207,112.90.80.101,51096,tcp
111.205.62.207,112.90.80.101,7894,tcp
111.205.62.207,112.90.80.101,51316,tcp
111.205.62.207,112.90.80.101,51321,tcp
111.205.62.207,112.90.80.101,64708,tcp
112.90.80.101,111.205.62.207,443,tcp
112.90.80.101,111.205.62.207,443,tcp
112.90.80.101,111.205.62.207,443,tcp
112.90.80.101,111.205.62.207,443,tcp
111.205.62.207,112.90.80.101,65301,tcp
