City,PacketSizeEntropy,TrafficPercentageOfS,TotalBytesFromCity
江苏省-常州市,7.5007403577026635,89.86373072855388,284936880
江苏省-南京市,2.881975956918246,0.04532658383957795,143720
江苏省-盐城市,2.276760662043371,0.09918107490864511,314480
江苏省-徐州市,2.027459953979174,0.1844223014613944,584760
江苏省-宿迁市,2.0671344080833047,0.03602283889616333,114220
江苏省-无锡市,2.906667331582321,0.03173365478665693,100620
江苏省-苏州市,3.4613201402110088,0.01744688712778634,55320
江苏省-淮安市,2.0553183400302846,0.047067487978142315,149240
江苏省-连云港市,1.9855780609549363,0.0431756841611343,136900
江苏省-扬州市,2.403088045919318,0.018777795726471414,59540
江苏省-泰州市,1.561278124459133,0.007014077543781058,22240
江苏省-南通市,1.9387084972868343,0.01831103157337807,58060
江苏省-镇江市,1.9219280948873623,0.00874236643496452,27720
江苏省-常州市,7.548086932092545,88.46087014930754,272874680
江苏省-徐州市,2.3059532787631034,0.21703290077173304,669480
江苏省-宿迁市,2.4066836334879187,0.04109322235440175,126760
江苏省-连云港市,2.3684544870209616,0.06304678039984263,194480
江苏省-镇江市,1.3787834934861756,0.005984386909610731,18460
江苏省-泰州市,2.1492553971685,0.012805161588820361,39500
江苏省-盐城市,2.4759619932346655,0.13705737257016384,422780
江苏省-淮安市,2.52811749727622,0.05427443425823557,167420
江苏省-无锡市,2.3315198939737636,0.028521471305934566,87980
江苏省-南京市,3.2625550894074373,0.04714892915134262,145440
江苏省-南通市,2.465347275584621,0.021817401896901525,67300
江苏省-扬州市,2.3685225277282065,0.012279987873025703,37880
江苏省-苏州市,3.2024376147229634,0.03483003952159138,107440
江苏省-常州市,7.442801355093665,88.46501063038309,289061280
江苏省-淮安市,2.743807030341831,0.056409736922884354,184320
江苏省-徐州市,2.2765085912977177,0.20396502424927032,666460
江苏省-泰州市,2.343767422366671,0.015675492215658293,51220
江苏省-连云港市,2.3409129225564103,0.06529720849537003,213360
江苏省-南京市,2.794230642253166,0.0265706019946008,86820
江苏省-盐城市,2.620864336570599,0.09473236744308605,309540
江苏省-南通市,2.521127314947403,0.028235472702394262,92260
江苏省-宿迁市,2.378890097037683,0.03010233140047149,98360
江苏省-无锡市,2.23047981961922,0.02728062038468919,89140
江苏省-镇江市,1.4591479170272448,0.0039051011454861347,12760
江苏省-扬州市,2.1709505944546685,0.007877531621066858,25740
江苏省-苏州市,1.5,0.002693173203783541,8800
江苏省-徐州市,2.3745076621632646,0.24889693819902373,812920
江苏省-常州市,7.4602913662231405,88.44977610542854,288885000
江苏省-南通市,2.7229074943218796,0.022865255307660155,74680
江苏省-连云港市,2.288676080027635,0.06768336018092332,221060
江苏省-南京市,2.9177433361023155,0.038596599947558104,126060
江苏省-镇江市,1.9717472571281809,0.008125922279931716,26540
江苏省-盐城市,2.6221402417952837,0.10872937151655429,355120
江苏省-无锡市,2.8988152646801844,0.03964984684442943,129500
江苏省-淮安市,2.3430021911622116,0.04581011648543268,149620
江苏省-泰州市,2.0042859090703913,0.013294180308765452,43420
江苏省-苏州市,2.5492553971685,0.013392156764288366,43740
江苏省-扬州市,2.1492553971685,0.011016227717857692,35980
江苏省-宿迁市,1.9479827112048864,0.02632504889331307,85980
江苏省-常州市,7.520101292624908,89.07716236150586,293642260
江苏省-徐州市,2.2584557841145365,0.2101869950770716,692880
江苏省-苏州市,2.8760335779708552,0.028600089331293023,94280
江苏省-无锡市,2.2023790817703977,0.025056930194790026,82600
江苏省-连云港市,2.36252542459684,0.07919931398614746,261080
江苏省-盐城市,2.5796891866651737,0.12867006672423895,424160
江苏省-宿迁市,2.418511904544314,0.04761423442341698,156960
江苏省-淮安市,2.3968299877725885,0.042657451864302344,140620
江苏省-泰州市,2.2389205950315936,0.012728677856820697,41960
江苏省-南京市,3.011647793711051,0.03736698137281157,123180
江苏省-扬州市,1.9219280948873623,0.004077059828304818,13440
江苏省-南通市,2.41379956460568,0.01177008343290379,38800
江苏省-镇江市,2.5,0.007517079058437008,24780
江苏省-常州市,7.443779881775793,88.6573208919691,286078060
江苏省-连云港市,2.21937640272825,0.07067717322545627,228060
江苏省-宿迁市,2.3684475466962795,0.03540986500368602,114260
江苏省-徐州市,2.401397311815164,0.2238637325753775,722360
江苏省-盐城市,2.7017468545621264,0.11738001460525221,378760
江苏省-扬州市,2.5306390622295662,0.012972667154334823,41860
江苏省-淮安市,2.301951562163229,0.049696533800027046,160360
江苏省-无锡市,2.3988381762291624,0.029472065130846672,95100
江苏省-南京市,2.8265812346650248,0.04045513545931361,130540
江苏省-南通市,2.4772170014624826,0.013865196571546584,44740
江苏省-泰州市,2.2359263506290326,0.005423355833752017,17500
江苏省-苏州市,0.9456603046006401,0.007617490651064261,24580
江苏省-镇江市,1.584962500721156,0.0027271732192581566,8800
江苏省-常州市,7.489488150674986,89.07614610312929,309340380
江苏省-镇江市,2.321928094887362,0.0044172315338269225,15340
江苏省-徐州市,2.358414391405966,0.20659052096667455,717440
江苏省-淮安市,2.4614168878425753,0.05964702346264073,207140
江苏省-盐城市,2.770671506842651,0.14315400813081594,497140
江苏省-宿迁市,2.3640481933547433,0.04041162147700589,140340
江苏省-南京市,2.7939757305365647,0.05019633643915966,174320
江苏省-泰州市,2.1868085945630504,0.014426551489226131,50100
江苏省-苏州市,2.8855130303998817,0.014829688656589735,51500
江苏省-无锡市,2.138163131130315,0.03067297933397939,106520
江苏省-连云港市,2.375724812892931,0.06747364361188557,234320
江苏省-南通市,2.1800365325772657,0.011967414768308144,41560
江苏省-扬州市,1.9717472571281809,0.0071873597838539765,24960
江苏省-常州市,7.486435590218353,88.7247651204024,293942840
江苏省-苏州市,3.1820058147602137,0.021328268800177727,70660
江苏省-徐州市,2.38960713465096,0.23619261726774796,782500
江苏省-南通市,2.60845859334435,0.014729967696697892,48800
江苏省-南京市,2.6126502330422663,0.03417473243074048,113220
江苏省-淮安市,2.3911036631031117,0.06272913702310975,207820
江苏省-连云港市,2.2048801138289504,0.06003065523605075,198880
江苏省-盐城市,2.6010930462909836,0.11658407219615971,386240
江苏省-扬州市,2.2841591278514217,0.00998498629931898,33080
江苏省-泰州市,2.3993974703476995,0.012411808846070026,41120
江苏省-宿迁市,2.4493506655909356,0.03576242976854029,118480
江苏省-无锡市,2.6998468320206306,0.034168695558733635,113200
江苏省-镇江市,2.1709505944546685,0.0081377034652249,26960
江苏省-常州市,7.437912318494932,89.41804763048685,294208840
江苏省-苏州市,3.001515280317513,0.02741422690178145,90200
江苏省-淮安市,2.146656293633302,0.02895817670955362,95280
江苏省-南通市,2.6062389286533896,0.014789094024841302,48660
江苏省-徐州市,2.3087359509723426,0.20679809610321656,680420
江苏省-扬州市,2.307820398454125,0.01785875801273479,58760
江苏省-连云港市,2.5170736943165504,0.061168373683509254,201260
江苏省-南京市,2.956801781775028,0.03735264397149601,122900
江苏省-盐城市,2.603710126052741,0.14476656937756696,476320
江苏省-无锡市,2.5420235727667224,0.03401552411139002,111920
江苏省-宿迁市,2.3727069617019705,0.03146861478282097,103540
江苏省-镇江市,1.9182958340544896,0.007713670496310568,25380
